Age,Overall,Potential,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,Preferred Positions
34,68,68,425000,8000,1904,74,36,61,62,67,64,73,71,75,52,79,66,64,71,67,64,64,79,66,66,68,57,56,73,72,54,67,73,69,68,61,63,67,67,68,65,61,67,63,67,69,64,68,66,68,65,61,67,63,67,69,64,68,66,64,CDM
23,68,73,1200000,4000,1813,83,72,84,86,66,62,58,63,68,58,60,38,50,73,59,64,37,55,64,62,69,70,42,78,77,46,65,62,51,66,52,58,66,63,66,57,52,63,58,66,67,63,67,59,66,57,52,63,58,66,67,63,67,59,63,CAM
30,68,68,850000,7000,1726,69,55,71,65,70,67,62,69,74,60,63,49,26,58,64,59,24,62,63,65,68,72,33,70,60,31,68,74,70,68,43,51,67,63,68,49,43,63,51,67,67,65,68,52,68,49,43,63,51,67,67,65,68,52,65,LM
24,68,73,1200000,8000,1607,65,40,64,52,65,48,43,54,63,66,48,70,22,67,50,65,16,56,69,66,60,70,20,68,61,23,79,53,67,62,41,44,65,56,62,43,41,56,44,65,61,67,62,45,62,43,41,56,44,65,61,67,62,45,67,LM
26,68,69,850000,5000,1606,62,72,49,59,66,67,64,27,64,27,29,66,64,75,58,19,65,35,24,65,64,41,68,73,71,70,80,56,31,54,69,66,52,58,54,67,69,58,66,52,59,49,55,66,54,67,69,58,66,52,59,49,55,66,49,RB
28,68,69,825000,11000,1928,66,72,67,66,61,70,66,68,65,63,69,68,67,70,65,67,66,70,59,66,71,73,60,68,76,72,72,58,53,64,68,67,64,65,64,67,68,65,67,64,65,65,64,67,64,67,68,65,67,64,65,65,64,67,65,CM
27,68,68,750000,16000,1824,85,66,75,58,62,68,71,69,72,40,40,69,62,74,66,50,62,49,64,65,62,66,62,84,73,61,72,50,52,62,65,63,63,62,62,67,65,62,63,63,66,62,65,67,62,67,65,62,63,63,66,62,65,67,62,LB
29,68,68,850000,4000,1893,77,73,88,81,72,72,64,70,66,48,62,61,63,74,70,58,56,41,66,61,71,72,43,73,82,44,70,71,68,68,59,64,66,67,68,62,59,67,64,66,68,64,67,63,68,62,59,67,64,66,68,64,67,63,64,CM
27,68,69,825000,8000,1739,71,79,76,68,64,60,69,54,62,35,43,58,64,66,60,36,67,59,48,64,66,47,63,74,77,68,70,52,32,58,66,66,56,60,58,67,66,60,66,56,62,54,60,67,58,67,66,60,66,56,62,54,60,67,54,RB
23,68,73,1200000,3000,1754,74,59,56,75,69,61,49,51,65,59,47,45,64,71,69,64,46,45,65,61,72,62,41,73,73,60,57,66,52,67,56,63,66,67,67,59,56,67,63,66,66,62,65,61,67,59,56,67,63,66,66,62,65,61,62,CM
23,68,77,1200000,4000,1602,58,83,62,69,53,63,43,25,33,41,35,66,67,89,49,54,65,32,30,64,56,61,63,68,66,68,70,44,35,48,67,62,48,52,48,62,67,52,62,48,49,51,48,59,48,62,67,52,62,48,49,51,48,59,51,CB
27,68,69,825000,12000,1717,68,67,64,62,62,57,64,46,62,39,36,64,66,73,56,48,73,40,51,63,58,61,71,69,72,71,73,50,36,57,68,65,57,59,57,67,68,59,65,57,60,57,58,67,57,67,68,59,65,57,60,57,58,67,57,RB
21,68,76,1100000,6000,1711,57,73,64,74,67,63,49,46,64,42,43,59,73,69,64,52,65,57,37,65,69,52,71,62,62,69,59,53,36,59,67,67,57,62,59,65,67,62,67,57,59,54,57,65,59,65,67,62,67,57,59,54,57,65,54,CDM
23,68,74,1200000,7000,1614,55,66,66,50,68,66,42,52,62,68,43,70,26,61,33,54,22,56,72,68,64,57,24,67,80,37,79,56,65,63,47,49,65,58,63,47,47,58,49,65,61,67,62,49,63,47,47,58,49,65,61,67,62,49,67,ST
23,68,76,1100000,3000,1348,53,65,48,58,50,62,28,23,46,13,22,64,67,73,40,15,69,30,21,68,48,29,69,66,56,72,73,18,17,39,67,58,39,44,39,60,67,44,58,39,42,40,40,57,39,60,67,44,58,39,42,40,40,57,40,CB
21,68,75,1300000,10000,1661,87,44,74,64,68,65,65,61,73,67,39,50,20,66,55,69,17,48,60,61,61,75,27,86,59,26,73,60,63,66,40,45,68,58,66,47,40,58,45,68,67,67,69,50,66,47,40,58,45,68,67,67,69,50,67,LM
25,68,73,1200000,4000,1813,68,72,73,86,73,70,49,60,69,52,50,54,65,76,65,55,51,46,58,68,67,57,58,66,76,64,68,69,51,66,63,66,64,67,66,63,63,67,66,64,65,61,64,64,66,63,63,67,66,64,65,61,64,64,61,CM
24,68,72,975000,4000,1673,66,60,62,59,66,59,64,36,63,31,40,67,69,60,62,35,69,48,54,67,69,52,64,69,73,68,77,48,23,58,68,67,57,62,58,67,68,62,67,57,62,56,59,67,58,67,68,62,67,57,62,56,59,67,56,CM
24,68,72,1200000,7000,1690,78,59,76,63,68,58,65,56,68,63,48,52,29,33,57,58,30,67,67,67,65,68,33,76,70,36,69,66,47,67,45,52,67,62,67,52,45,62,52,67,68,65,68,55,67,52,45,62,52,67,68,65,68,55,65,RW
27,68,68,950000,5000,1752,74,46,78,82,67,60,65,70,66,57,61,26,49,71,64,61,32,46,53,70,76,75,43,74,83,44,62,64,32,67,48,58,65,66,67,57,48,66,58,65,67,60,66,61,67,57,48,66,58,65,67,60,66,61,60,LM
32,68,68,700000,21000,1762,70,66,70,71,70,66,70,68,67,67,61,49,42,62,59,62,23,71,72,60,65,68,23,72,72,33,68,56,65,65,45,52,66,62,65,51,45,62,52,66,67,66,67,54,65,51,45,62,52,66,67,66,67,54,66,CAM
24,68,74,1200000,5000,1682,74,50,75,66,70,66,64,70,73,66,64,51,25,59,49,59,20,58,65,64,64,65,24,78,63,23,65,70,57,67,40,46,68,60,67,47,40,60,46,68,67,65,69,51,67,47,40,60,46,68,67,65,69,51,65,ST
25,68,68,1000000,5000,1656,57,44,67,68,63,70,60,54,65,73,71,66,21,75,54,71,18,54,57,65,51,78,17,78,54,23,74,48,72,60,40,42,63,54,60,43,40,54,42,63,60,67,63,45,60,43,40,54,42,63,60,67,63,45,67,CF
29,68,68,700000,7000,1581,53,68,37,58,55,60,32,63,49,28,27,72,69,63,73,33,65,51,52,55,61,55,64,56,58,68,84,51,19,51,67,64,50,57,51,59,67,57,64,50,51,51,48,57,51,59,67,57,64,50,51,51,48,57,51,RB
25,68,72,1100000,11000,1819,77,53,78,75,72,66,69,74,69,56,73,54,41,48,72,69,37,53,61,71,75,66,47,67,62,58,56,66,70,69,53,60,67,67,69,59,53,67,60,67,69,64,69,61,69,59,53,67,60,67,69,64,69,61,64,CAM
32,68,68,500000,5000,1732,68,71,63,71,65,67,67,50,64,44,39,57,70,71,61,45,69,37,55,69,63,52,68,69,65,67,70,58,41,61,67,66,60,62,61,67,67,62,66,60,63,57,61,67,61,67,67,62,66,60,63,57,61,67,57,RB
29,68,68,675000,5000,1729,65,63,62,64,64,58,68,51,62,39,56,64,66,66,59,46,69,46,48,59,66,61,70,62,72,71,71,51,46,58,67,65,57,60,58,67,67,60,65,57,60,56,58,67,58,67,67,60,65,57,60,56,58,67,56,RB
21,68,77,1400000,10000,1811,64,52,57,65,70,59,60,72,61,42,68,54,64,64,71,67,64,59,58,57,70,69,59,66,78,63,58,67,56,64,61,65,62,67,64,64,61,67,65,62,64,59,62,65,64,64,61,67,65,62,64,59,62,65,59,CDM
21,68,76,1300000,8000,1588,73,58,71,51,63,58,33,31,70,68,32,71,32,62,31,56,25,66,59,65,57,68,27,78,65,36,81,61,49,62,48,47,65,55,62,47,48,55,47,65,60,67,63,48,62,47,48,55,47,65,60,67,63,48,67,ST
19,68,79,1500000,9000,1574,71,52,70,51,66,62,39,40,65,70,30,70,21,62,38,66,29,62,59,56,57,69,18,75,53,28,84,52,59,61,44,43,63,53,61,43,44,53,43,63,59,67,62,44,61,43,44,53,43,63,59,67,62,44,67,LM
28,68,68,925000,15000,1729,67,58,72,59,71,63,63,54,71,62,68,66,24,74,64,70,23,60,63,61,70,73,27,66,71,24,74,57,69,66,44,50,66,62,66,48,44,62,50,66,66,67,66,51,66,48,44,62,50,66,66,67,66,51,67,ST
30,68,68,650000,4000,1858,86,55,83,83,67,61,66,54,69,58,51,38,63,70,57,55,64,62,54,67,63,59,59,84,81,64,69,56,55,64,61,64,64,63,64,67,61,63,64,64,67,61,66,68,64,67,61,63,64,64,67,61,66,68,61,RM
20,68,82,1900000,13000,1816,65,68,81,77,65,65,55,49,69,53,56,56,78,64,71,60,59,53,55,65,73,56,62,77,66,64,50,62,46,65,64,67,63,67,65,66,64,67,67,63,65,60,64,66,65,66,64,67,67,63,65,60,64,66,60,CAM
25,68,71,1100000,2000,1643,66,74,53,55,66,46,50,45,68,65,39,68,34,64,55,60,20,63,65,67,60,71,24,70,63,28,79,55,60,63,47,49,65,58,63,47,47,58,49,65,63,67,63,49,63,47,47,58,49,65,63,67,63,49,67,ST
32,68,68,675000,14000,1743,55,68,66,59,73,55,55,74,71,63,61,44,60,50,71,58,45,66,58,57,73,62,55,37,67,65,67,65,41,66,58,64,63,67,66,58,58,67,64,63,64,60,63,60,66,58,58,67,64,63,64,60,63,60,60,CM
26,67,67,825000,19000,1823,72,63,68,68,67,62,68,69,65,55,48,67,59,60,62,69,41,57,70,71,67,70,46,74,68,52,58,67,64,67,57,60,67,65,67,61,57,65,60,67,67,66,67,62,67,61,57,65,60,67,67,66,67,62,66,RW
20,67,82,1500000,34000,1672,75,63,65,57,67,66,43,39,65,37,35,62,58,57,59,42,65,40,50,65,68,51,70,76,74,71,75,45,40,59,66,65,58,61,59,66,66,61,65,58,61,57,59,65,59,66,66,61,65,58,61,57,59,65,57,CB
37,67,67,100000,3000,1588,31,67,34,55,60,74,60,39,45,31,64,67,69,77,67,44,66,69,41,66,58,58,58,32,33,67,80,58,45,51,66,63,49,57,51,57,66,57,63,49,50,50,48,56,51,57,66,57,63,49,50,50,48,56,50,CB
23,67,72,875000,5000,1475,50,66,43,57,51,63,47,30,38,29,27,65,59,62,48,27,67,40,25,60,52,58,69,53,65,73,76,52,31,45,66,60,44,50,45,60,66,50,60,44,47,46,44,58,45,60,66,50,60,44,47,46,44,58,46,CB
27,67,67,800000,1000,1652,76,31,80,80,67,64,69,35,69,61,51,57,39,47,46,65,42,49,58,63,65,63,44,74,51,61,34,65,44,65,49,52,65,60,65,57,49,60,52,65,65,62,67,58,65,57,49,60,52,65,65,62,67,58,62,RM
21,67,80,1500000,19000,1700,78,34,82,73,65,45,54,60,72,65,37,58,44,58,56,64,26,56,57,59,67,65,36,85,66,41,67,64,53,66,47,52,66,61,66,53,47,61,52,66,66,65,67,55,66,53,47,61,52,66,66,65,67,55,65,CM
28,67,67,625000,10000,1820,69,84,76,67,63,63,52,58,61,55,46,45,65,73,62,57,62,47,59,61,64,59,65,68,83,64,71,63,56,62,64,66,61,63,62,64,64,63,66,61,62,59,61,65,62,64,64,63,66,61,62,59,61,65,59,CM
23,67,73,1000000,6000,1576,83,33,75,57,61,58,70,52,69,61,46,36,31,68,45,55,12,47,64,65,63,64,11,87,65,11,72,54,58,63,34,42,64,55,63,44,34,55,42,64,66,63,67,49,63,44,34,55,42,64,66,63,67,49,63,LM
19,67,78,1100000,14000,1771,74,63,55,41,66,70,55,58,64,58,52,65,63,58,64,59,63,49,52,64,68,64,64,75,80,65,78,64,41,64,66,66,63,65,64,66,66,65,66,63,65,63,63,66,64,66,66,65,66,63,65,63,63,66,63,CB
20,67,81,1700000,7000,1639,77,50,76,71,67,59,53,56,72,68,37,60,30,66,44,56,22,63,62,65,61,63,20,84,67,27,66,49,51,63,42,46,66,56,63,48,42,56,46,66,65,66,66,50,63,48,42,56,46,66,65,66,66,50,66,RM
31,67,67,500000,6000,1796,63,76,59,72,61,59,64,69,55,37,69,56,64,80,60,44,64,43,57,62,63,68,68,69,75,69,76,58,42,58,67,65,57,60,58,66,67,60,65,57,60,56,58,65,58,66,67,60,65,57,60,56,58,65,56,CB
22,67,79,1400000,18000,1642,83,41,78,76,70,55,63,56,71,64,44,42,29,51,43,66,25,58,65,55,61,74,24,82,62,25,60,57,55,65,39,45,66,57,65,47,39,57,45,66,66,64,68,51,65,47,39,57,45,66,66,64,68,51,64,RM
29,67,67,750000,4000,1615,74,44,65,65,60,75,42,52,61,77,51,51,30,73,68,74,21,50,66,65,54,73,23,72,65,24,71,45,45,61,40,46,64,57,61,44,40,57,46,64,61,66,62,46,61,44,40,57,46,64,61,66,62,46,66,CF
30,67,67,700000,1000,1635,59,50,72,79,70,78,68,74,69,51,72,23,51,54,73,49,16,70,64,61,74,42,24,51,48,46,45,75,48,67,42,54,62,66,67,48,42,66,54,62,65,54,65,53,67,48,42,66,54,62,65,54,65,53,54,CAM
33,67,67,475000,11000,1790,73,84,77,87,69,66,56,55,64,68,50,63,43,92,47,64,32,68,68,67,51,68,13,74,90,25,57,58,62,63,46,50,65,59,63,50,46,59,50,65,64,66,65,52,63,50,46,59,50,65,64,66,65,52,66,ST
22,67,72,875000,6000,1785,55,77,69,65,68,67,65,56,64,39,62,63,66,72,67,61,62,47,56,65,67,70,66,53,74,63,62,65,41,62,65,66,60,65,62,64,65,65,66,60,62,58,61,65,62,64,65,65,66,60,62,58,61,65,58,CB
22,67,76,1000000,14000,1853,72,68,75,77,68,59,55,70,68,51,59,51,66,63,67,64,61,49,62,65,71,69,61,72,68,67,56,68,53,67,63,66,65,67,67,65,63,67,66,65,66,62,65,65,67,65,63,67,66,65,66,62,65,65,62,CM
21,67,75,1100000,18000,1735,74,54,79,76,72,60,59,50,68,63,44,54,37,66,58,65,40,57,60,66,66,59,46,72,75,47,59,65,55,67,51,56,66,63,67,56,51,63,56,66,67,64,67,58,67,56,51,63,56,66,67,64,67,58,64,RW
28,67,67,775000,1000,1612,71,38,70,74,66,74,62,56,68,68,46,58,22,61,45,58,16,59,68,65,57,62,12,90,85,12,48,62,58,64,34,42,66,57,64,45,34,57,42,66,67,65,67,49,64,45,34,57,42,66,67,65,67,49,65,LW
23,67,76,1200000,5000,1730,83,54,71,68,62,63,71,78,68,61,60,61,28,53,57,62,15,58,59,61,61,82,16,86,75,14,68,64,65,64,38,45,66,58,64,47,38,58,45,66,67,66,67,50,64,47,38,58,45,66,67,66,67,50,66,LW
23,67,74,925000,9000,1509,69,78,65,60,42,44,27,29,41,24,28,64,64,74,52,27,66,45,25,64,61,46,62,72,68,68,74,31,33,44,66,61,43,49,44,60,66,49,61,43,46,45,44,58,44,60,66,49,61,43,46,45,44,58,45,CB
26,67,68,900000,30000,1728,68,45,76,72,68,58,56,62,66,65,41,64,43,66,60,64,30,66,67,66,61,64,32,76,72,38,70,59,59,65,49,53,66,62,65,53,49,62,53,66,65,66,65,54,65,53,49,62,53,66,65,66,65,54,66,CAM
26,67,69,775000,6000,1561,69,68,63,55,60,56,49,40,52,15,33,69,62,71,59,32,60,30,28,57,63,39,70,64,74,66,78,49,32,51,66,63,48,55,51,63,66,55,63,48,53,46,50,62,51,63,66,55,63,48,53,46,50,62,46,CB
28,67,68,700000,6000,1446,51,68,56,63,58,60,23,33,40,20,34,66,62,83,50,30,66,44,15,59,55,57,63,53,63,69,75,23,23,42,66,60,41,47,42,58,66,47,60,41,42,44,40,55,42,58,66,47,60,41,42,44,40,55,44,CB
29,67,67,600000,1000,1818,70,78,59,61,62,59,68,69,57,50,65,59,67,76,67,65,62,62,52,61,63,72,65,74,68,67,74,43,30,58,66,65,59,60,58,66,66,60,65,59,61,60,60,66,58,66,66,60,65,59,61,60,60,66,60,LB
23,67,74,900000,7000,1696,71,67,76,67,60,50,71,54,65,27,40,59,64,80,53,30,66,44,50,65,59,43,68,73,71,67,61,62,37,57,65,63,55,59,57,66,65,59,63,55,61,51,59,66,57,66,65,59,63,55,61,51,59,66,51,RM
21,67,79,1400000,4000,1591,74,38,80,75,68,59,63,70,72,69,61,39,23,36,46,61,23,65,63,59,67,42,22,70,47,24,48,71,58,67,35,44,66,59,67,44,35,59,44,66,66,60,68,48,67,44,35,59,44,66,66,60,68,48,60,CAM
25,67,71,825000,5000,1620,64,66,57,62,53,60,54,35,51,30,32,63,67,79,60,45,63,45,41,57,55,58,65,70,75,71,71,35,36,49,66,62,49,54,49,64,66,54,62,49,53,51,50,62,49,64,66,54,62,49,53,51,50,62,51,CB
22,67,76,1200000,5000,1562,77,30,77,80,70,58,73,51,71,60,48,32,24,47,50,41,17,47,61,60,68,60,36,76,72,30,55,60,49,65,37,46,64,59,65,50,37,59,46,64,67,60,67,54,65,50,37,59,46,64,67,60,67,54,60,RW
25,67,70,800000,3000,1650,75,67,70,59,62,60,59,39,61,33,32,64,60,71,52,45,66,41,38,63,57,56,67,79,73,69,72,39,32,54,66,62,54,55,54,66,66,55,62,54,58,54,56,65,54,66,66,55,62,54,58,54,56,65,54,LB
21,67,80,1500000,26000,1749,74,46,90,86,73,70,65,62,74,62,56,52,51,34,70,51,49,55,64,55,74,60,54,64,62,57,31,66,59,69,52,60,66,66,69,60,52,66,60,66,68,62,68,61,69,60,52,66,60,66,68,62,68,61,62,CM
23,67,75,975000,5000,1534,70,70,62,58,52,57,32,35,48,23,30,68,63,83,46,46,69,35,21,60,59,56,61,73,69,67,74,25,38,46,66,60,46,49,46,61,66,49,60,46,48,48,46,59,46,61,66,49,60,46,48,48,46,59,48,CB
22,67,77,1200000,5000,1744,77,47,82,81,73,68,62,66,77,48,59,47,33,63,60,73,38,57,71,64,73,49,36,67,67,42,41,73,50,71,45,54,68,66,71,53,45,66,54,68,69,61,70,57,71,53,45,66,54,68,69,61,70,57,61,CAM
23,67,76,1200000,8000,1598,73,71,65,60,62,58,38,45,57,65,41,73,25,67,39,57,24,68,68,56,47,70,19,79,63,26,77,43,69,56,44,42,61,50,56,43,44,50,42,61,57,66,59,44,56,43,44,50,42,61,57,66,59,44,66,ST
26,67,67,650000,14000,1633,67,64,57,57,52,65,59,55,50,21,45,64,69,75,50,52,72,39,39,61,57,71,72,69,70,72,70,31,21,48,68,62,49,52,48,66,68,52,62,49,52,50,50,65,48,66,68,52,62,49,52,50,50,65,50,LB
25,67,71,975000,5000,1761,65,58,76,73,70,62,56,48,67,62,40,49,64,73,67,65,61,65,61,55,72,57,63,59,49,66,57,68,42,67,62,64,64,66,67,61,62,66,64,64,64,61,65,62,67,61,62,66,64,64,64,61,65,62,61,CDM
25,67,71,825000,6000,1415,44,69,48,43,50,57,32,33,48,23,26,66,69,45,45,27,70,35,32,58,52,58,64,45,68,69,82,29,29,42,66,60,43,48,42,59,66,48,60,43,44,46,42,57,42,59,66,48,60,43,44,46,42,57,46,CB
35,67,67,160000,4000,1785,68,50,72,67,63,65,66,65,64,29,41,64,63,75,65,64,66,65,33,66,66,67,65,66,76,64,64,64,48,60,64,65,57,63,60,66,64,63,65,57,61,54,59,66,60,66,64,63,65,57,61,54,59,66,54,LB
31,67,67,650000,4000,1883,73,69,75,79,68,69,63,64,67,60,62,63,58,59,65,65,57,60,68,70,68,77,41,76,81,46,71,65,59,67,59,62,68,66,67,61,59,66,62,68,68,68,67,63,67,61,59,66,62,68,68,68,67,63,68,CM
29,67,67,750000,6000,1658,70,54,65,72,60,66,53,54,62,67,55,66,15,71,57,62,14,68,70,72,60,70,22,65,72,19,68,52,62,62,39,44,64,57,62,43,39,57,44,64,63,66,63,46,62,43,39,57,44,64,63,66,63,46,66,ST
23,67,73,1100000,5000,1811,77,61,86,83,68,67,58,76,73,60,69,51,39,78,58,71,42,62,63,63,63,70,39,72,60,34,51,66,61,67,48,52,67,62,67,52,48,62,52,67,66,64,67,55,67,52,48,62,52,67,66,64,67,55,64,LM
22,67,75,1100000,9000,1576,68,46,65,66,64,63,35,48,68,73,36,76,19,69,40,54,19,62,56,62,57,66,17,62,65,17,77,59,62,61,40,42,63,54,61,41,40,54,42,63,59,66,61,42,61,41,40,54,42,63,59,66,61,42,66,ST
25,67,67,675000,9000,1666,64,57,59,55,51,61,58,53,56,40,56,69,59,62,54,47,71,47,48,60,65,59,66,56,58,68,76,49,44,54,66,61,54,56,54,62,66,56,61,54,55,55,54,61,54,62,66,56,61,54,55,55,54,61,55,CB
30,67,67,550000,4000,1764,75,61,66,70,62,60,64,62,63,52,32,47,68,68,58,54,63,53,62,63,63,59,66,75,72,69,67,56,44,61,64,64,61,62,61,66,64,62,64,61,64,59,63,67,61,66,64,62,64,61,64,59,63,67,59,LB
25,67,70,800000,8000,1741,86,79,72,64,64,48,65,40,66,48,35,58,61,63,41,38,62,50,63,69,56,73,61,83,77,63,69,54,28,60,64,61,63,58,60,66,64,58,61,63,64,62,64,66,60,66,64,58,61,63,64,62,64,66,62,RWB
27,67,67,775000,10000,1857,78,72,64,65,64,62,60,64,60,46,61,59,67,33,66,69,52,61,63,64,68,72,62,71,85,66,70,65,70,64,63,66,63,66,64,66,63,66,66,63,65,62,63,66,64,66,63,66,66,63,65,62,63,66,62,LM
30,67,67,725000,7000,1732,60,65,70,71,65,66,61,69,67,69,51,59,44,69,48,69,31,70,67,67,62,68,22,64,64,31,69,65,65,65,47,51,66,60,65,49,47,60,51,66,64,66,65,52,65,49,47,60,51,66,64,66,65,52,66,ST
29,67,67,575000,16000,1643,62,72,46,49,63,69,58,22,55,44,25,71,66,75,57,48,69,38,60,58,63,63,70,63,71,70,79,57,29,58,69,66,58,60,58,66,69,60,66,58,59,59,57,65,58,66,69,60,66,58,59,59,57,65,59,CB
22,67,73,1100000,29000,1662,77,33,75,58,67,60,60,58,71,64,66,69,18,62,57,68,17,69,65,67,65,60,17,79,56,21,60,62,59,67,38,44,67,59,67,45,38,59,44,67,66,66,68,48,67,45,38,59,44,67,66,66,68,48,66,LW
23,67,73,1000000,23000,1769,67,44,74,72,73,70,64,61,71,64,60,48,57,65,70,60,54,63,59,64,73,63,51,65,60,48,54,65,52,68,55,61,66,66,68,59,55,66,61,66,67,63,67,61,68,59,55,66,61,66,67,63,67,61,63,CAM
33,67,67,290000,4000,1853,77,66,74,80,65,60,67,57,69,54,49,49,76,78,63,60,63,51,68,70,67,62,61,64,61,64,73,57,57,65,66,66,65,65,65,66,66,65,66,65,66,63,66,67,65,66,66,65,66,65,66,63,66,67,63,RM
35,67,67,350000,6000,1768,34,67,78,51,66,65,51,63,65,67,65,69,59,72,64,63,45,67,70,66,69,65,44,55,54,43,80,64,61,65,58,59,64,64,65,54,58,64,59,64,61,66,62,55,65,54,58,64,59,64,61,66,62,55,66,ST
34,67,67,375000,16000,1905,67,84,62,62,64,70,70,70,65,53,63,58,62,71,63,62,60,58,65,69,66,70,68,76,81,67,71,64,59,64,66,67,65,66,64,68,66,66,67,65,66,64,65,68,64,68,66,66,67,65,66,64,65,68,64,LB
34,67,67,375000,3000,1700,55,68,70,70,66,72,47,53,64,33,58,48,70,64,66,70,41,53,59,68,67,63,36,55,72,66,58,64,43,62,57,63,60,66,62,57,57,66,63,60,60,55,59,59,62,57,57,66,63,60,60,55,59,59,55,CM
25,67,70,975000,4000,1497,58,79,57,40,64,69,43,43,54,68,26,72,22,51,40,53,13,63,68,68,56,76,18,51,72,12,84,45,60,57,41,43,61,52,57,40,41,52,43,61,57,66,58,43,57,40,41,52,43,61,57,66,58,43,66,ST
19,67,81,1600000,42000,1675,68,33,72,78,73,61,62,70,72,71,73,53,22,35,58,70,29,57,68,63,61,71,37,63,57,32,36,69,68,68,39,47,68,62,68,48,39,62,47,68,66,66,68,51,68,48,39,62,47,68,66,66,68,51,66,ST
28,67,67,800000,6000,1726,76,53,86,85,66,73,47,33,65,63,40,64,36,75,51,61,16,75,64,66,59,73,37,70,73,38,73,62,66,64,47,50,65,59,64,50,47,59,50,65,63,66,64,52,64,50,47,59,50,65,63,66,64,52,66,ST
26,67,69,900000,10000,1774,53,81,59,68,67,61,44,53,65,55,39,62,64,66,67,63,61,63,53,67,68,67,66,41,81,70,76,64,39,63,67,68,61,66,63,63,67,66,68,61,61,60,59,63,63,63,67,66,68,61,61,60,59,63,60,CDM
22,67,73,1100000,21000,1723,74,55,79,76,63,68,58,68,66,65,69,62,34,72,54,61,11,64,68,65,63,66,20,76,69,15,74,62,63,65,41,46,66,59,65,46,41,59,46,66,65,66,66,49,65,46,41,59,46,66,65,66,66,49,66,CAM
21,67,79,1200000,13000,1728,72,65,59,68,66,59,54,51,63,43,40,56,68,64,61,60,65,55,40,62,69,58,60,73,72,66,71,57,39,60,65,66,59,62,60,65,65,62,66,59,61,56,60,65,60,65,65,62,66,59,61,56,60,65,56,LB
32,67,67,450000,1000,1379,51,87,42,50,43,53,23,28,40,26,30,72,69,54,45,30,67,45,28,55,38,41,62,46,44,66,78,33,27,39,66,56,39,43,39,54,66,43,56,39,39,43,38,50,39,54,66,43,56,39,39,43,38,50,43,CB
25,67,70,800000,7000,1683,67,68,62,62,66,59,68,54,64,29,47,54,62,68,59,45,66,46,41,67,64,47,64,72,70,65,68,47,36,57,64,64,55,59,57,66,64,59,64,55,60,52,58,66,57,66,64,59,64,55,60,52,58,66,52,LB
29,67,67,750000,7000,1690,72,57,73,91,65,64,68,64,67,62,66,44,21,83,64,66,26,60,64,57,64,63,18,74,77,22,70,68,59,65,40,48,65,61,65,46,40,61,48,65,66,62,66,50,65,46,40,61,48,65,66,62,66,50,62,CAM
31,67,67,500000,8000,1857,76,72,75,80,64,58,67,60,66,57,62,49,66,69,63,61,66,49,57,62,63,77,65,73,75,67,64,59,49,63,64,65,63,63,63,66,64,63,65,63,65,62,64,67,63,66,64,63,65,63,65,62,64,67,62,RM
28,67,67,600000,24000,1775,75,61,72,65,64,50,61,62,65,50,53,59,62,73,61,63,63,45,59,57,63,59,67,75,79,66,62,45,37,60,63,63,60,61,60,66,63,61,63,60,63,60,62,66,60,66,63,61,63,60,63,60,62,66,60,LWB
20,67,76,1000000,34000,1717,66,60,74,64,67,74,52,55,65,40,48,55,68,47,63,40,57,49,53,64,74,62,64,67,73,61,62,66,40,63,62,66,61,65,63,64,62,65,66,61,63,57,61,65,63,64,62,65,66,61,63,57,61,65,57,CM
32,67,67,600000,5000,1761,69,53,77,73,66,67,59,61,63,65,56,64,54,67,58,61,38,62,66,68,63,64,33,77,59,35,78,62,55,65,52,55,65,61,65,54,52,61,55,65,64,66,65,55,65,54,52,61,55,65,64,66,65,55,66,RM
24,67,70,975000,1000,1716,91,54,86,83,65,70,61,63,68,55,45,40,25,78,50,58,34,51,64,68,61,63,34,91,76,31,63,51,53,64,44,49,65,57,64,52,44,57,49,65,66,62,67,55,64,52,44,57,49,65,66,62,67,55,62,RW
25,67,71,825000,3000,1597,69,84,56,65,54,68,22,28,54,36,29,66,66,83,38,51,58,46,23,60,57,56,54,77,76,62,90,43,26,50,66,60,50,51,50,59,66,51,60,50,50,52,49,57,50,59,66,51,60,50,50,52,49,57,52,CB
32,67,67,425000,4000,1796,69,71,68,66,61,60,58,52,61,43,51,56,68,76,58,52,61,67,59,72,65,52,64,81,63,69,85,61,39,62,68,66,61,62,62,66,68,62,66,61,62,59,61,65,62,66,68,62,66,61,62,59,61,65,59,CB
21,67,78,1300000,24000,1799,78,60,81,87,65,55,67,42,68,58,55,51,56,59,69,55,59,51,55,65,74,59,64,71,67,63,51,66,47,66,60,64,64,66,66,65,60,66,64,64,67,61,66,66,66,65,60,66,64,64,67,61,66,66,61,CDM
